date;category;value
2023-01-15;Канцтовары;-26.7
2024-04-07;Книги, музыка, фото и видео;6.3
2024-03-31;Книги, музыка, фото и видео;-7.5
2024-03-24;Книги, музыка, фото и видео;-14.6
2024-03-17;Книги, музыка, фото и видео;-12.4
2024-03-10;Книги, музыка, фото и видео;-9.2
2024-03-03;Книги, музыка, фото и видео;-9.9
2024-02-25;Книги, музыка, фото и видео;-10.5
2024-02-18;Книги, музыка, фото и видео;-14
2024-02-11;Книги, музыка, фото и видео;-11.8
2024-02-04;Книги, музыка, фото и видео;-7.1
2024-01-28;Книги, музыка, фото и видео;-8.2
2024-01-21;Книги, музыка, фото и видео;-8
2024-01-14;Книги, музыка, фото и видео;-11.5
2024-01-07;Книги, музыка, фото и видео;-12.6
2023-12-31;Книги, музыка, фото и видео;-13.3
2023-12-24;Книги, музыка, фото и видео;-8.4
2023-12-17;Книги, музыка, фото и видео;-10.2
2023-12-10;Книги, музыка, фото и видео;-6.5
2023-12-03;Книги, музыка, фото и видео;-5.1
2023-11-26;Книги, музыка, фото и видео;-7.5
2023-11-19;Книги, музыка, фото и видео;-8.4
2023-11-12;Книги, музыка, фото и видео;-6.3
2023-11-05;Книги, музыка, фото и видео;-8.5
2023-10-29;Книги, музыка, фото и видео;-8
2023-10-22;Книги, музыка, фото и видео;-8.9
2023-10-15;Книги, музыка, фото и видео;-9.6
2023-10-08;Книги, музыка, фото и видео;-7.1
2023-10-01;Книги, музыка, фото и видео;-1.4
2023-09-24;Книги, музыка, фото и видео;-6
2023-09-17;Книги, музыка, фото и видео;-11.8
2023-09-10;Книги, музыка, фото и видео;-10.3
2023-09-03;Книги, музыка, фото и видео;-10.5
2023-08-27;Книги, музыка, фото и видео;-11.9
2023-08-20;Книги, музыка, фото и видео;-13.4
2023-08-13;Книги, музыка, фото и видео;-10
2023-08-06;Книги, музыка, фото и видео;-10.4
2023-07-30;Книги, музыка, фото и видео;-16.3
2023-07-23;Книги, музыка, фото и видео;-15.1
2023-07-16;Книги, музыка, фото и видео;-14.3
2023-07-09;Книги, музыка, фото и видео;-15.2
2023-07-02;Книги, музыка, фото и видео;-20.6
2023-06-25;Книги, музыка, фото и видео;-30
2023-06-18;Книги, музыка, фото и видео;-31
2023-06-11;Книги, музыка, фото и видео;-30.2
2023-06-04;Книги, музыка, фото и видео;-31.3
2023-05-28;Книги, музыка, фото и видео;-30.6
2023-05-21;Книги, музыка, фото и видео;-29.9
2023-05-14;Книги, музыка, фото и видео;-30.3
2023-05-07;Книги, музыка, фото и видео;-25.9
2023-04-30;Книги, музыка, фото и видео;-23.6
2023-04-23;Книги, музыка, фото и видео;-20.5
2023-04-16;Книги, музыка, фото и видео;-26.5
2023-04-09;Книги, музыка, фото и видео;-20.2
2023-04-02;Книги, музыка, фото и видео;6.5
2023-03-26;Книги, музыка, фото и видео;-11.2
2023-03-19;Книги, музыка, фото и видео;-9.2
2023-03-12;Книги, музыка, фото и видео;-4.1
2023-03-05;Книги, музыка, фото и видео;-10.9
2023-02-26;Книги, музыка, фото и видео;-16.4
2023-02-19;Книги, музыка, фото и видео;-11.8
2023-02-12;Книги, музыка, фото и видео;-10.3
2023-02-05;Книги, музыка, фото и видео;-3.9
2023-01-29;Книги, музыка, фото и видео;-5.9
2023-01-22;Книги, музыка, фото и видео;-7.4
2023-01-15;Книги, музыка, фото и видео;-1.9
2023-01-08;Книги, музыка, фото и видео;-3.6
2023-01-01;Книги, музыка, фото и видео;-6.9
2022-12-25;Книги, музыка, фото и видео;-12.9
2022-12-18;Книги, музыка, фото и видео;-11.1
2022-12-11;Книги, музыка, фото и видео;-10.6
2022-12-04;Книги, музыка, фото и видео;-8.1
2022-11-27;Книги, музыка, фото и видео;-7
2022-11-20;Книги, музыка, фото и видео;-3.7
2022-11-13;Книги, музыка, фото и видео;4
2022-11-06;Книги, музыка, фото и видео;57.5
2022-10-30;Книги, музыка, фото и видео;0.8
2022-10-23;Книги, музыка, фото и видео;2.2
2022-10-16;Книги, музыка, фото и видео;2.4
2022-10-09;Книги, музыка, фото и видео;1.2
2022-10-02;Книги, музыка, фото и видео;-2.5
2022-09-25;Книги, музыка, фото и видео;1
2022-09-18;Книги, музыка, фото и видео;6.6
2022-09-11;Книги, музыка, фото и видео;9
2022-09-04;Книги, музыка, фото и видео;9.3
2022-08-28;Книги, музыка, фото и видео;3.3
2022-08-21;Книги, музыка, фото и видео;6.3
2022-08-14;Книги, музыка, фото и видео;0.9
2022-08-07;Книги, музыка, фото и видео;-6.2
2022-07-31;Книги, музыка, фото и видео;5.2
2022-07-24;Книги, музыка, фото и видео;4.9
2022-07-17;Книги, музыка, фото и видео;11.3
2022-07-10;Книги, музыка, фото и видео;10
2022-07-03;Книги, музыка, фото и видео;8.5
2022-06-26;Книги, музыка, фото и видео;10
2022-06-19;Книги, музыка, фото и видео;4.6
2022-06-12;Книги, музыка, фото и видео;0.9
2022-06-05;Книги, музыка, фото и видео;7.8
2022-05-29;Книги, музыка, фото и видео;9.3
2022-05-22;Книги, музыка, фото и видео;10.5
2022-05-15;Книги, музыка, фото и видео;4.5
2022-05-08;Книги, музыка, фото и видео;8.2
2022-05-01;Книги, музыка, фото и видео;4.2
2022-04-24;Книги, музыка, фото и видео;1.2
2022-04-17;Книги, музыка, фото и видео;8.6
2022-04-10;Книги, музыка, фото и видео;5.2
2022-04-03;Книги, музыка, фото и видео;2.8
2022-03-27;Книги, музыка, фото и видео;4.2
2022-03-20;Книги, музыка, фото и видео;3.8
2022-03-13;Книги, музыка, фото и видео;0.6
2022-03-06;Книги, музыка, фото и видео;-3.7
2022-02-27;Книги, музыка, фото и видео;3.9
2022-02-20;Книги, музыка, фото и видео;2.7
2022-02-13;Книги, музыка, фото и видео;5
2022-02-06;Книги, музыка, фото и видео;9.1
2022-01-30;Книги, музыка, фото и видео;3.2
2022-01-23;Книги, музыка, фото и видео;14.6
2022-01-16;Книги, музыка, фото и видео;17
2022-01-09;Книги, музыка, фото и видео;15.6
2022-01-02;Книги, музыка, фото и видео;14
2021-12-26;Книги, музыка, фото и видео;8.9
2021-12-19;Книги, музыка, фото и видео;15.5
2021-12-12;Книги, музыка, фото и видео;15.6
2021-12-05;Книги, музыка, фото и видео;17.5
2021-11-28;Книги, музыка, фото и видео;16.7
2021-11-21;Книги, музыка, фото и видео;24.6
2021-11-14;Книги, музыка, фото и видео;17.4
2021-11-07;Книги, музыка, фото и видео;-20.1
2021-10-31;Книги, музыка, фото и видео;4.6
2021-10-24;Книги, музыка, фото и видео;14.9
2021-10-17;Книги, музыка, фото и видео;17.8
2021-10-10;Книги, музыка, фото и видео;15.3
2021-10-03;Книги, музыка, фото и видео;9.4
2021-09-26;Книги, музыка, фото и видео;8.3
2021-09-19;Книги, музыка, фото и видео;6.4
2021-09-12;Книги, музыка, фото и видео;6.8
2021-09-05;Книги, музыка, фото и видео;13.3
2021-08-29;Книги, музыка, фото и видео;10.4
2021-08-22;Книги, музыка, фото и видео;19.5
2021-08-15;Книги, музыка, фото и видео;30.8
2021-08-08;Книги, музыка, фото и видео;47.1
2021-08-01;Книги, музыка, фото и видео;30.2
2021-07-25;Книги, музыка, фото и видео;30
2022-08-28;Книги, музыка, фото и видео;3.3
2022-08-21;Книги, музыка, фото и видео;6.3
2022-08-14;Книги, музыка, фото и видео;0.9
2022-08-07;Книги, музыка, фото и видео;-6.2
2022-07-31;Книги, музыка, фото и видео;5.2
2022-07-24;Книги, музыка, фото и видео;4.9
2022-07-17;Книги, музыка, фото и видео;11.3
2022-07-10;Книги, музыка, фото и видео;10
2022-07-03;Книги, музыка, фото и видео;8.5
2022-06-26;Книги, музыка, фото и видео;10
2022-06-19;Книги, музыка, фото и видео;4.6
2022-06-12;Книги, музыка, фото и видео;0.9
2022-06-05;Книги, музыка, фото и видео;7.8
2022-05-29;Книги, музыка, фото и видео;9.3
2022-05-22;Книги, музыка, фото и видео;10.5
2022-05-15;Книги, музыка, фото и видео;4.5
2022-05-08;Книги, музыка, фото и видео;8.2
2022-05-01;Книги, музыка, фото и видео;4.2
2022-04-24;Книги, музыка, фото и видео;1.2
2022-04-17;Книги, музыка, фото и видео;8.6
2022-04-10;Книги, музыка, фото и видео;5.2
2022-04-03;Книги, музыка, фото и видео;2.8
2022-03-27;Книги, музыка, фото и видео;4.2
2022-03-20;Книги, музыка, фото и видео;3.8
2022-03-13;Книги, музыка, фото и видео;0.6
2022-03-06;Книги, музыка, фото и видео;-3.7
2022-02-27;Книги, музыка, фото и видео;3.9
2022-02-20;Книги, музыка, фото и видео;2.7
2022-02-13;Книги, музыка, фото и видео;5
2022-02-06;Книги, музыка, фото и видео;9.1
2022-01-30;Книги, музыка, фото и видео;3.2
2022-01-23;Книги, музыка, фото и видео;14.6
2022-01-16;Книги, музыка, фото и видео;17
2022-01-09;Книги, музыка, фото и видео;15.6
2022-01-02;Книги, музыка, фото и видео;14
2021-12-26;Книги, музыка, фото и видео;8.9
2021-12-19;Книги, музыка, фото и видео;15.5
2021-12-12;Книги, музыка, фото и видео;15.6
2021-12-05;Книги, музыка, фото и видео;17.5
2021-11-28;Книги, музыка, фото и видео;16.7
2021-11-21;Книги, музыка, фото и видео;24.6
2021-11-14;Книги, музыка, фото и видео;17.4
2021-11-07;Книги, музыка, фото и видео;-20.1
2021-10-31;Книги, музыка, фото и видео;4.6
2021-10-24;Книги, музыка, фото и видео;14.9
2021-10-17;Книги, музыка, фото и видео;17.8
2021-10-10;Книги, музыка, фото и видео;15.3
2021-10-03;Книги, музыка, фото и видео;9.4
2021-09-26;Книги, музыка, фото и видео;8.3
2021-09-19;Книги, музыка, фото и видео;6.4
2021-09-12;Книги, музыка, фото и видео;6.8
2021-09-05;Книги, музыка, фото и видео;13.3
2021-08-29;Книги, музыка, фото и видео;10.4
2021-08-22;Книги, музыка, фото и видео;19.5
2021-08-15;Книги, музыка, фото и видео;30.8
2021-08-08;Книги, музыка, фото и видео;47.1
2021-08-01;Книги, музыка, фото и видео;30.2
2021-07-25;Книги, музыка, фото и видео;30
2021-07-18;Книги, музыка, фото и видео;27.9
2021-07-11;Книги, музыка, фото и видео;28.8
2021-07-04;Книги, музыка, фото и видео;29.4
2021-06-27;Книги, музыка, фото и видео;42.7
2021-06-20;Книги, музыка, фото и видео;51.3
2021-06-13;Книги, музыка, фото и видео;70.7
2021-06-06;Книги, музыка, фото и видео;49.9
2021-05-30;Книги, музыка, фото и видео;82.6
2021-05-23;Книги, музыка, фото и видео;95.9
2021-05-16;Книги, музыка, фото и видео;115.2
2021-05-09;Книги, музыка, фото и видео;130.3
2021-05-02;Книги, музыка, фото и видео;83
2021-04-25;Книги, музыка, фото и видео;104.1
2021-04-18;Книги, музыка, фото и видео;127.4
2021-04-11;Книги, музыка, фото и видео;151
2021-04-04;Книги, музыка, фото и видео;153.2
2021-03-28;Книги, музыка, фото и видео;14.7
2021-03-21;Книги, музыка, фото и видео;5.8
2021-03-14;Книги, музыка, фото и видео;-2.4
2021-03-07;Книги, музыка, фото и видео;1.8
2021-02-28;Книги, музыка, фото и видео;-2.9
2021-02-21;Книги, музыка, фото и видео;-7.7
2021-02-14;Книги, музыка, фото и видео;-10.6
2021-02-07;Книги, музыка, фото и видео;-6.7
2021-01-31;Книги, музыка, фото и видео;-2.9
2021-01-24;Книги, музыка, фото и видео;-10.1
2021-01-17;Книги, музыка, фото и видео;-8.6
2021-01-10;Книги, музыка, фото и видео;-9.3
2021-01-03;Книги, музыка, фото и видео;5
2020-12-27;Книги, музыка, фото и видео;-20
2020-12-20;Книги, музыка, фото и видео;-17.7
2020-12-13;Книги, музыка, фото и видео;-23.8
2020-12-06;Книги, музыка, фото и видео;-18.4
2020-11-29;Книги, музыка, фото и видео;-11.8
2020-11-22;Книги, музыка, фото и видео;-19.9
2020-11-15;Книги, музыка, фото и видео;-14.2
2020-11-08;Книги, музыка, фото и видео;-12.8
2020-11-01;Книги, музыка, фото и видео;-13.4
2020-10-25;Книги, музыка, фото и видео;-11.4
2020-10-18;Книги, музыка, фото и видео;-12.8
2020-10-11;Книги, музыка, фото и видео;-9.1
2020-10-04;Книги, музыка, фото и видео;-9.2
2020-09-27;Книги, музыка, фото и видео;-6.5
2020-09-20;Книги, музыка, фото и видео;-5
2020-09-13;Книги, музыка, фото и видео;-5.6
2020-09-06;Книги, музыка, фото и видео;-2.8
2020-08-30;Книги, музыка, фото и видео;5.6
2020-08-23;Книги, музыка, фото и видео;-2.6
2020-08-16;Книги, музыка, фото и видео;-5.3
2020-08-09;Книги, музыка, фото и видео;-11.2
2020-08-02;Книги, музыка, фото и видео;-14.2
2020-07-26;Книги, музыка, фото и видео;-9.4
2020-07-19;Книги, музыка, фото и видео;-13.1
2020-07-12;Книги, музыка, фото и видео;-13.6
2020-07-05;Книги, музыка, фото и видео;-9.4
2020-06-28;Книги, музыка, фото и видео;-20.1
2020-06-21;Книги, музыка, фото и видео;-19.7
2020-06-14;Книги, музыка, фото и видео;-22.8
2020-06-07;Книги, музыка, фото и видео;-14.7
2020-05-31;Книги, музыка, фото и видео;-33.6
2020-05-24;Книги, музыка, фото и видео;-39.2
2020-05-17;Книги, музыка, фото и видео;-42.4
2020-05-10;Книги, музыка, фото и видео;-41.2
2020-05-03;Книги, музыка, фото и видео;-27.8
2020-04-26;Книги, музыка, фото и видео;-38.9
2020-04-19;Книги, музыка, фото и видео;-49.1
2020-04-12;Книги, музыка, фото и видео;-46.9
2020-04-05;Книги, музыка, фото и видео;-49.7
2020-03-29;Книги, музыка, фото и видео;2.4
2020-03-22;Книги, музыка, фото и видео;19.3
2020-03-15;Книги, музыка, фото и видео;34.8
2020-03-08;Книги, музыка, фото и видео;21.8
2020-03-01;Книги, музыка, фото и видео;33.8
2020-02-23;Книги, музыка, фото и видео;15.9
2020-02-16;Книги, музыка, фото и видео;21.9
2020-02-09;Книги, музыка, фото и видео;19.4
2020-02-02;Книги, музыка, фото и видео;23
2020-01-26;Книги, музыка, фото и видео;27
2020-01-19;Книги, музыка, фото и видео;24.6
2020-01-12;Книги, музыка, фото и видео;27.8
2021-07-18;Книги, музыка, фото и видео;27.9
2021-07-11;Книги, музыка, фото и видео;28.8
2021-07-04;Книги, музыка, фото и видео;29.4
2021-06-27;Книги, музыка, фото и видео;42.7
2021-06-20;Книги, музыка, фото и видео;51.3
2021-06-13;Книги, музыка, фото и видео;70.7
2021-06-06;Книги, музыка, фото и видео;49.9
2021-05-30;Книги, музыка, фото и видео;82.6
2021-05-23;Книги, музыка, фото и видео;95.9
2021-05-16;Книги, музыка, фото и видео;115.2
2021-05-09;Книги, музыка, фото и видео;130.3
2021-05-02;Книги, музыка, фото и видео;83
2021-04-25;Книги, музыка, фото и видео;104.1
2021-04-18;Книги, музыка, фото и видео;127.4
2021-04-11;Книги, музыка, фото и видео;151
2021-04-04;Книги, музыка, фото и видео;153.2
2021-03-28;Книги, музыка, фото и видео;14.7
2021-03-21;Книги, музыка, фото и видео;5.8
2021-03-14;Книги, музыка, фото и видео;-2.4
2021-03-07;Книги, музыка, фото и видео;1.8
2021-02-28;Книги, музыка, фото и видео;-2.9
2021-02-21;Книги, музыка, фото и видео;-7.7
2021-02-14;Книги, музыка, фото и видео;-10.6
2021-02-07;Книги, музыка, фото и видео;-6.7
2021-01-31;Книги, музыка, фото и видео;-2.9
2021-01-24;Книги, музыка, фото и видео;-10.1
2021-01-17;Книги, музыка, фото и видео;-8.6
2021-01-10;Книги, музыка, фото и видео;-9.3
2021-01-03;Книги, музыка, фото и видео;5
2020-12-27;Книги, музыка, фото и видео;-20
2020-12-20;Книги, музыка, фото и видео;-17.7
2020-12-13;Книги, музыка, фото и видео;-23.8
2020-12-06;Книги, музыка, фото и видео;-18.4
2020-11-29;Книги, музыка, фото и видео;-11.8
2020-11-22;Книги, музыка, фото и видео;-19.9
2020-11-15;Книги, музыка, фото и видео;-14.2
2020-11-08;Книги, музыка, фото и видео;-12.8
2020-11-01;Книги, музыка, фото и видео;-13.4
2020-10-25;Книги, музыка, фото и видео;-11.4
2020-10-18;Книги, музыка, фото и видео;-12.8
2020-10-11;Книги, музыка, фото и видео;-9.1
2020-10-04;Книги, музыка, фото и видео;-9.2
2020-09-27;Книги, музыка, фото и видео;-6.5
2020-09-20;Книги, музыка, фото и видео;-5
2020-09-13;Книги, музыка, фото и видео;-5.6
2020-09-06;Книги, музыка, фото и видео;-2.8
2020-08-30;Книги, музыка, фото и видео;5.6
2020-08-23;Книги, музыка, фото и видео;-2.6
2020-08-16;Книги, музыка, фото и видео;-5.3
2020-08-09;Книги, музыка, фото и видео;-11.2
2020-08-02;Книги, музыка, фото и видео;-14.2
2020-07-26;Книги, музыка, фото и видео;-9.4
2020-07-19;Книги, музыка, фото и видео;-13.1
2020-07-12;Книги, музыка, фото и видео;-13.6
2020-07-05;Книги, музыка, фото и видео;-9.4
2020-06-28;Книги, музыка, фото и видео;-20.1
2020-06-21;Книги, музыка, фото и видео;-19.7
2020-06-14;Книги, музыка, фото и видео;-22.8
2020-06-07;Книги, музыка, фото и видео;-14.7
2020-05-31;Книги, музыка, фото и видео;-33.6
2020-05-24;Книги, музыка, фото и видео;-39.2
2020-05-17;Книги, музыка, фото и видео;-42.4
2020-05-10;Книги, музыка, фото и видео;-41.2
2020-05-03;Книги, музыка, фото и видео;-27.8
2020-04-26;Книги, музыка, фото и видео;-38.9
2020-04-19;Книги, музыка, фото и видео;-49.1
2020-04-12;Книги, музыка, фото и видео;-46.9
2020-04-05;Книги, музыка, фото и видео;-49.7
2020-03-29;Книги, музыка, фото и видео;2.4
2020-03-22;Книги, музыка, фото и видео;19.3
2020-03-15;Книги, музыка, фото и видео;34.8
2020-03-08;Книги, музыка, фото и видео;21.8
2020-03-01;Книги, музыка, фото и видео;33.8
2020-02-23;Книги, музыка, фото и видео;15.9
2020-02-16;Книги, музыка, фото и видео;21.9
2020-02-09;Книги, музыка, фото и видео;19.4
2020-02-02;Книги, музыка, фото и видео;23
2020-01-26;Книги, музыка, фото и видео;27
2020-01-19;Книги, музыка, фото и видео;24.6
2020-01-12;Книги, музыка, фото и видео;27.8
2023-06-18;Книги, музыка, фото и видео;-31
2023-06-11;Книги, музыка, фото и видео;-30.2
2023-06-04;Книги, музыка, фото и видео;-31.3
2023-05-28;Книги, музыка, фото и видео;-30.6
2023-05-21;Книги, музыка, фото и видео;-29.9
2023-05-14;Книги, музыка, фото и видео;-30.3
2023-05-07;Книги, музыка, фото и видео;-25.9
2023-04-30;Книги, музыка, фото и видео;-23.6
2023-04-23;Книги, музыка, фото и видео;-20.5
2023-04-16;Книги, музыка, фото и видео;-26.5
2023-04-09;Книги, музыка, фото и видео;-20.2
2023-04-02;Книги, музыка, фото и видео;6.5
2023-03-26;Книги, музыка, фото и видео;-11.2
2023-03-19;Книги, музыка, фото и видео;-9.2
2023-03-12;Книги, музыка, фото и видео;-4.1
2023-03-05;Книги, музыка, фото и видео;-10.9
2023-02-26;Книги, музыка, фото и видео;-16.4
2023-02-19;Книги, музыка, фото и видео;-11.8
2023-02-12;Книги, музыка, фото и видео;-10.3
2023-02-05;Книги, музыка, фото и видео;-3.9
2023-01-29;Книги, музыка, фото и видео;-5.9
2023-01-22;Книги, музыка, фото и видео;-7.4
2023-01-15;Книги, музыка, фото и видео;-1.9
2023-01-08;Книги, музыка, фото и видео;-3.6
2023-01-01;Книги, музыка, фото и видео;-6.9
2022-12-25;Книги, музыка, фото и видео;-12.9
2022-12-18;Книги, музыка, фото и видео;-11.1
2022-12-11;Книги, музыка, фото и видео;-10.6
2022-12-04;Книги, музыка, фото и видео;-8.1
2022-11-27;Книги, музыка, фото и видео;-7
2022-11-20;Книги, музыка, фото и видео;-3.7
2022-11-13;Книги, музыка, фото и видео;4
2022-11-06;Книги, музыка, фото и видео;57.5
2022-10-30;Книги, музыка, фото и видео;0.8
2022-10-23;Книги, музыка, фото и видео;2.2
2022-10-16;Книги, музыка, фото и видео;2.4
2022-10-09;Книги, музыка, фото и видео;1.2
2022-10-02;Книги, музыка, фото и видео;-2.5
2022-09-25;Книги, музыка, фото и видео;1
2022-09-18;Книги, музыка, фото и видео;6.6
2022-09-11;Книги, музыка, фото и видео;9
2022-09-04;Книги, музыка, фото и видео;9.3
2024-04-07;Компьютеры и ПО;9.3
2024-03-31;Компьютеры и ПО;0.5
2024-03-24;Компьютеры и ПО;-2.9
2024-03-17;Компьютеры и ПО;-0.7
2024-03-10;Компьютеры и ПО;1.3
2024-03-03;Компьютеры и ПО;-6
2024-02-25;Компьютеры и ПО;-10.5
2024-02-18;Компьютеры и ПО;-12.3
2024-02-11;Компьютеры и ПО;-2.6
2024-02-04;Компьютеры и ПО;2.3
2024-01-28;Компьютеры и ПО;8.6
2024-01-21;Компьютеры и ПО;5.5
2024-01-14;Компьютеры и ПО;5
2024-01-07;Компьютеры и ПО;-5.1
2023-12-31;Компьютеры и ПО;-3.3
2023-12-24;Компьютеры и ПО;4.2
2023-12-17;Компьютеры и ПО;6.4
2023-12-10;Компьютеры и ПО;9.2
2023-12-03;Компьютеры и ПО;4.5
2023-11-26;Компьютеры и ПО;6.6
2023-11-19;Компьютеры и ПО;8.9
2023-11-12;Компьютеры и ПО;8.1
2023-11-05;Компьютеры и ПО;0.3
2023-10-29;Компьютеры и ПО;1.7
2023-10-22;Компьютеры и ПО;12
2023-10-15;Компьютеры и ПО;10.3
2023-10-08;Компьютеры и ПО;17.2
2023-10-01;Компьютеры и ПО;22.7
2023-09-24;Компьютеры и ПО;16.5
2023-09-17;Компьютеры и ПО;26.6
2023-09-10;Компьютеры и ПО;18.4
2023-09-03;Компьютеры и ПО;10.1
2023-08-27;Компьютеры и ПО;13.6
2023-08-20;Компьютеры и ПО;11.8
2023-08-13;Компьютеры и ПО;11.6
2023-08-06;Компьютеры и ПО;0.2
2023-07-30;Компьютеры и ПО;-8.9
2023-07-23;Компьютеры и ПО;-5
2023-07-16;Компьютеры и ПО;-3.8
2023-07-09;Компьютеры и ПО;-6.9
2023-07-02;Компьютеры и ПО;-12.1
2023-06-25;Компьютеры и ПО;-10
2023-06-18;Компьютеры и ПО;-4.6
2023-06-11;Компьютеры и ПО;-7.2
2023-06-04;Компьютеры и ПО;-4.1
2023-05-28;Компьютеры и ПО;-3.3
2023-05-21;Компьютеры и ПО;1.5
2023-05-14;Компьютеры и ПО;8
2023-05-07;Компьютеры и ПО;12.5
2023-04-30;Компьютеры и ПО;5.1
2023-04-23;Компьютеры и ПО;-0.5
2023-04-16;Компьютеры и ПО;-19.7
2023-04-09;Компьютеры и ПО;-28.9
2023-04-02;Компьютеры и ПО;-49.3
2023-03-26;Компьютеры и ПО;-63.8
2023-03-19;Компьютеры и ПО;-12.5
2023-03-12;Компьютеры и ПО;-5.6
2023-03-05;Компьютеры и ПО;-12.6
2023-02-26;Компьютеры и ПО;-6
2023-02-19;Компьютеры и ПО;-1.3
2023-02-12;Компьютеры и ПО;-9.9
2023-02-05;Компьютеры и ПО;-9.4
2023-01-29;Компьютеры и ПО;-13.5
2023-01-22;Компьютеры и ПО;-6.8
2023-01-15;Компьютеры и ПО;-6.6
2023-01-08;Компьютеры и ПО;3.5
2023-01-01;Компьютеры и ПО;6.7
2022-12-25;Компьютеры и ПО;0.7
2022-12-18;Компьютеры и ПО;4.1
2022-12-11;Компьютеры и ПО;-3.6
2022-12-04;Компьютеры и ПО;-5.2
2022-11-27;Компьютеры и ПО;-0.5
2022-11-20;Компьютеры и ПО;0.9
2022-11-13;Компьютеры и ПО;1.6
2022-11-06;Компьютеры и ПО;23.8
2022-10-30;Компьютеры и ПО;1.7
2022-10-23;Компьютеры и ПО;1.8
2022-10-16;Компьютеры и ПО;-3.9
2022-10-09;Компьютеры и ПО;-4.3
2022-10-02;Компьютеры и ПО;-14
2022-09-25;Компьютеры и ПО;1
2022-09-18;Компьютеры и ПО;-6.1
2022-09-11;Компьютеры и ПО;-4.6
2022-09-04;Компьютеры и ПО;-7.6
2022-08-28;Компьютеры и ПО;-12.2
2022-08-21;Компьютеры и ПО;-11.4
2022-08-14;Компьютеры и ПО;-11
2022-08-07;Компьютеры и ПО;2.3
2022-07-31;Компьютеры и ПО;-3
2022-07-24;Компьютеры и ПО;1.4
2022-07-17;Компьютеры и ПО;2.2
2022-07-10;Компьютеры и ПО;8
2022-07-03;Компьютеры и ПО;4
2022-06-26;Компьютеры и ПО;1.6
2022-06-19;Компьютеры и ПО;6
2022-06-12;Компьютеры и ПО;3.3
2022-06-05;Компьютеры и ПО;5.1
2022-05-29;Компьютеры и ПО;4.1
2022-05-22;Компьютеры и ПО;3.5
2022-05-15;Компьютеры и ПО;2.8
2022-05-08;Компьютеры и ПО;0.1
2022-05-01;Компьютеры и ПО;2.2
2022-04-24;Компьютеры и ПО;15.8
2022-04-17;Компьютеры и ПО;39.8
2022-04-10;Компьютеры и ПО;57.7
2022-04-03;Компьютеры и ПО;116
2022-03-27;Компьютеры и ПО;227.6
2022-03-20;Компьютеры и ПО;62.6
2022-03-13;Компьютеры и ПО;26.2
2022-03-06;Компьютеры и ПО;34.8
2022-02-27;Компьютеры и ПО;39.7
2022-02-20;Компьютеры и ПО;35.6
2022-02-13;Компьютеры и ПО;30.5
2022-02-06;Компьютеры и ПО;38.2
2022-01-30;Компьютеры и ПО;31.9
2022-01-23;Компьютеры и ПО;43.3
2022-01-16;Компьютеры и ПО;41.9
2022-01-09;Компьютеры и ПО;33.3
2022-01-02;Компьютеры и ПО;-11
2021-12-26;Компьютеры и ПО;-39.1
2021-12-19;Компьютеры и ПО;-56.5
2021-12-12;Компьютеры и ПО;35.1
2021-12-05;Компьютеры и ПО;21.8
2021-11-28;Компьютеры и ПО;24.4
2021-11-21;Компьютеры и ПО;18.4
2021-11-14;Компьютеры и ПО;37.5
2021-11-07;Компьютеры и ПО;15.6
2021-10-31;Компьютеры и ПО;28.5
2021-10-24;Компьютеры и ПО;32.5
2021-10-17;Компьютеры и ПО;24.5
2021-10-10;Компьютеры и ПО;39.8
2021-10-03;Компьютеры и ПО;29.4
2021-09-26;Компьютеры и ПО;26
2021-09-19;Компьютеры и ПО;35
2021-09-12;Компьютеры и ПО;21.7
2021-09-05;Компьютеры и ПО;40.6
2021-08-29;Компьютеры и ПО;26.8
2021-08-22;Компьютеры и ПО;37.9
2021-08-15;Компьютеры и ПО;40.8
2021-08-08;Компьютеры и ПО;18.5
2021-08-01;Компьютеры и ПО;39.4
2021-07-25;Компьютеры и ПО;40.1
2021-07-18;Компьютеры и ПО;29.6
2021-07-11;Компьютеры и ПО;31.6
2021-07-04;Компьютеры и ПО;21
2021-06-27;Компьютеры и ПО;34.3
2021-06-20;Компьютеры и ПО;61.2
2021-06-13;Компьютеры и ПО;51.3
2021-06-06;Компьютеры и ПО;34
2021-05-30;Компьютеры и ПО;28.7
2021-05-23;Компьютеры и ПО;38.2
2021-05-16;Компьютеры и ПО;38.2
2021-05-09;Компьютеры и ПО;38.7
2021-05-02;Компьютеры и ПО;19.2
2021-04-25;Компьютеры и ПО;26.3
2021-04-18;Компьютеры и ПО;38.7
2021-04-11;Компьютеры и ПО;30.9
2021-04-04;Компьютеры и ПО;15.7
2021-03-28;Компьютеры и ПО;-1.5
2021-03-21;Компьютеры и ПО;8.9
2021-03-14;Компьютеры и ПО;7.2
2021-03-07;Компьютеры и ПО;13.5
2021-02-28;Компьютеры и ПО;1.2
2021-02-21;Компьютеры и ПО;2.7
2021-02-14;Компьютеры и ПО;6.5
2021-02-07;Компьютеры и ПО;11.8
2021-01-31;Компьютеры и ПО;14.9
2021-01-24;Компьютеры и ПО;9.9
2021-01-17;Компьютеры и ПО;12.7
2021-01-10;Компьютеры и ПО;2
2021-01-03;Компьютеры и ПО;69.6
2020-12-27;Компьютеры и ПО;112.8
